Unnamed: 0,title,release_year,locations,director,writer,imdb_rating,genres,type,release_decade,longitude,latitude,min_distance_to_tourist_spot,is_tourist_spot,location_cluster,search_key
1957,The Core,2003,Golden Gate Bridge,John Amiel,Cooper Lane,5.5,Action  Adventure  Sci-Fi  Thriller,movie,2000,-122.47847,37.81914,1103.056466217959,1,7,the core 2003 golden gate bridge john amiel cooper lane action  adventure  sci-fi  thriller 2000
379,The Sweetest Thing,2002,Golden Gate National Recreation Area,Roger Kumble,Nancy M. Pimental,5.2,Comedy  Romance,movie,2000,-122.4283,37.80576,345.9150670822555,1,4,the sweetest thing 2002 golden gate national recreation area roger kumble nancy m. pimental comedy  romance 2000
744,Cherish,2002,387 Fair Oaks at 25th Street,Finn Taylor,Finn Taylor,6.1,Comedy  Drama  Family  Romance,tv movie,2000,-122.423820031,37.75032001,1137.007411174175,0,-1,cherish 2002 387 fair oaks at 25th street finn taylor finn taylor comedy  drama  family  romance 2000
1773,Never Die Twice,2001,"Postcard Row (Alamo Square, Hayes Valley)",Sean A.F. Scott,Sean A.F. Scott & Nancy L. Kelly,6.6,Sci-Fi,movie,2000,-122.43146,37.77722,165.7362551369577,1,6,"never die twice 2001 postcard row (alamo square, hayes valley) sean a.f. scott sean a.f. scott & nancy l. kelly sci-fi 2000"
1250,Woman on Top,2000,312 Fillmore Street,Fina Torres,Vera Blasi,5.3,Comedy  Fantasy  Romance,movie,2000,-122.430267978,37.77235398,463.1691041243964,1,6,woman on top 2000 312 fillmore street fina torres vera blasi comedy  fantasy  romance 2000
1237,Playing Mona Lisa,2000,Conservatory of Flowers (Golden Gate Park),Matthew Huffman,Marni Freedman,5.7,Comedy,movie,2000,-122.46016,37.77239,513.8902318059583,1,8,playing mona lisa 2000 conservatory of flowers (golden gate park) matthew huffman marni freedman comedy 2000
204,Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),Vicky Funari,Vicky Funari,6.3,Documentary,movie,2000,-122.40845,37.79909,145.6789041805433,1,12,live nude girls unite 2000 lusty lady bar (north beach) vicky funari vicky funari documentary 2000
1505,Just One Night,2000,Ferry Building,Alan Jacobs,Alan Jacobs,5.4,Comedy,movie,2000,-122.39343,37.79553,180.3502383654087,1,2,just one night 2000 ferry building alan jacobs alan jacobs comedy 2000
474,The Matrix,1999,600 Montgomery St.,The Wachowski Brothers,The Wachowski Brothers,8.7,Action  Sci-Fi,movie,1990,-122.40299,37.79513,16845.47272566022,0,-1,the matrix 1999 600 montgomery st. the wachowski brothers the wachowski brothers action  sci-fi 1990
1541,Stigmata,1999,19th and Kansas St.,Rupert Wainwright,Tom Lazarus,6.2,Horror  Mystery,movie,1990,-122.403170039,37.760899983,1648.175546077544,0,15,stigmata 1999 19th and kansas st. rupert wainwright tom lazarus horror  mystery 1990
565,Seven Girlfriends,1999,Golden Gate Bridge,Paul Lazarus,Paul Lazarus,5.7,Comedy  Romance,movie,1990,-122.47847,37.81914,1103.056466217959,1,7,seven girlfriends 1999 golden gate bridge paul lazarus paul lazarus comedy  romance 1990
1945,What Dreams May Come,1998,Treasure Island,Vincent Ward,Ron Bass,7.0,Drama  Fantasy  Romance,movie,1990,-122.37087,37.82489,600.0684478973598,1,0,what dreams may come 1998 treasure island vincent ward ron bass drama  fantasy  romance 1990
1788,The Parent Trap,1998,Administration Building (Treasure Island),Nancy Meyers,Nancy Meyers,6.7,Adventure  Comedy  Drama  Family  Romance,movie,1990,-122.371609994,37.816589998,606.3286852132815,1,0,the parent trap 1998 administration building (treasure island) nancy meyers nancy meyers adventure  comedy  drama  family  romance 1990
495,Sphere,1998,S.S. Jeremiah O'Brien,Barry Levinson,Kurt Wimmer,6.1,Mystery  Sci-Fi  Thriller,movie,1990,-122.41798,37.81083,61.16673003621446,1,5,sphere 1998 s.s. jeremiah o'brien barry levinson kurt wimmer mystery  sci-fi  thriller 1990
1779,How Stella Got Her Groove Back,1998,Marriot Hotel (55 4th Street at Market),Kevin Rodney Sullivan,Terry McMillan,5.7,Comedy  Drama  Romance,movie,1990,-122.405840011,37.785729988,245.1931633823493,1,14,how stella got her groove back 1998 marriot hotel (55 4th street at market) kevin rodney sullivan terry mcmillan comedy  drama  romance 1990
1857,City of Angels,1998,San Francisco Public Library Main Branch (100 Larkin Street),Brad Silberling,Dana Stevens,6.7,Drama  Fantasy  Romance,movie,1990,-122.41662,37.77895,232.6556872366786,1,9,city of angels 1998 san francisco public library main branch (100 larkin street) brad silberling dana stevens drama  fantasy  romance 1990
1458,Around the Fire,1998,Ocean Beach,John Jacobsen,John Comerford,5.3,Drama,movie,1990,-122.51099,37.77002,54.61195146271322,1,-1,around the fire 1998 ocean beach john jacobsen john comerford drama 1990
792,Metro,1997,Bush Street at Jones,Thomas Carter,Randy Feldman,5.6,Action  Comedy  Crime  Drama  Thriller,movie,1990,-122.413710031,37.789549999,357.3306728578264,1,18,metro 1997 bush street at jones thomas carter randy feldman action  comedy  crime  drama  thriller 1990
69,Flubber,1997,Treasure Island,Les Mayfield,Samuel W. Taylor,5.3,Comedy  Family  Sci-Fi,movie,1990,-122.37087,37.82489,600.0684478973598,1,0,flubber 1997 treasure island les mayfield samuel w. taylor comedy  family  sci-fi 1990
548,The Fan,1996,Candlestick Park (602 Jamestown Ave.),Tony Scott,Phoef Sutton,5.9,Action  Adventure  Sci-Fi,movie,1990,-122.387944392,37.713026395,6208.195684338054,0,-1,the fan 1996 candlestick park (602 jamestown ave.) tony scott phoef sutton action  adventure  sci-fi 1990
1647,Phenomenon,1996,Treasure Island,Jon Turteltaub,Gerald Dipego,6.4,Drama  Fantasy  Romance  Sci-Fi,movie,1990,-122.37087,37.82489,600.0684478973598,1,0,phenomenon 1996 treasure island jon turteltaub gerald dipego drama  fantasy  romance  sci-fi 1990
751,Homeward Bound II: Lost in San Francisco,1996,Pier 39 (Fisherman's Wharf),David R. Ellis,Sheila Burnford,5.9,Adventure  Comedy  Family  Romance,movie,1990,-122.415922535,37.808934994,221.7845748510024,1,5,homeward bound ii: lost in san francisco 1996 pier 39 (fisherman's wharf) david r. ellis sheila burnford adventure  comedy  family  romance 1990
1645,Forrest Gump,1994,Palace of Fine Arts (3301 Lyon Street),Robert Zemeckis,Eric Roth,8.8,Drama  Romance,movie,1990,-122.44899,37.80288,76.9083818293177,1,-1,forrest gump 1994 palace of fine arts (3301 lyon street) robert zemeckis eric roth drama  romance 1990
1176,Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley)",Emile Ardolino,Joseph Howard,6.5,Comedy  Family  Music,movie,1990,-122.428211031,37.75942319,213.7880138801026,1,10,"sister act 1992 st. paul's church (church street, noe valley) emile ardolino joseph howard comedy  family  music 1990"
725,Memoirs of an Invisible Man,1992,St. Elizabeth Apartment House (901 Powell Street at Sacramento),John Carpenter,Robert Collector,6.0,Comedy  Romance  Sci-Fi  Thriller,movie,1990,-122.409662997,37.793074002,186.8575310972009,1,13,memoirs of an invisible man 1992 st. elizabeth apartment house (901 powell street at sacramento) john carpenter robert collector comedy  romance  sci-fi  thriller 1990
1081,Until the End of the World,1991,"Tosca Café (242 Columbus Avenue, North Beach)",Wim Wenders,Wim Wenders,6.8,Action Drama Sci-Fi Thriller,movie,1990,-122.40574102,37.797584011,364.5495976267715,1,12,"until the end of the world 1991 tosca café (242 columbus avenue, north beach) wim wenders wim wenders action drama sci-fi thriller 1990"
1770,Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,Nicholas Meyer,Nimoy,7.2,Action  Adventure  Sci-Fi  Thriller,movie,1990,-122.47847,37.81914,1103.056466217959,1,7,star trek vi: the undiscovered country 1991 golden gate bridge nicholas meyer nimoy action  adventure  sci-fi  thriller 1990
1967,Indiana Jones and the Last Crusade,1989,Administration Building (Treasure Island),Steven Spielberg,Jeffrey Boam,8.2,Action  Adventure,movie,1980,-122.371609994,37.816589998,606.3286852132815,1,0,indiana jones and the last crusade 1989 administration building (treasure island) steven spielberg jeffrey boam action  adventure 1980
947,Fat Man and Little Boy,1989,"Postcard Row (Alamo Square, Hayes Valley)",Roland Joffe,Roland Joffe,6.5,Biography  Drama  History  War,movie,1980,-122.43146,37.77722,165.7362551369577,1,6,"fat man and little boy 1989 postcard row (alamo square, hayes valley) roland joffe roland joffe biography  drama  history  war 1980"
123,Common Threads: Stories From the Quilt,1989,The Castro,Rob Epstein,Jeffrey Friedman,8.1,Documentary  Biography  History,movie,1980,-122.43486,37.75921,318.3273160713881,1,10,common threads: stories from the quilt 1989 the castro rob epstein jeffrey friedman documentary  biography  history 1980
445,Casualties of War,1989,Mission Dolores Park (Mission District) via J-Church MUNI Train,Brian DePalma,Daniel Lang,7.1,Action  Crime  Drama  War,movie,1980,-122.41966,37.77712,241.6214122429425,1,9,casualties of war 1989 mission dolores park (mission district) via j-church muni train brian depalma daniel lang action  crime  drama  war 1980
25,Tucker: The Man and His Dream,1988,City Hall,Francis Ford Coppola,Arnold Schulman,6.9,Biography  Comedy  Drama,movie,1980,-122.41923,37.77927,18916.59428645748,1,9,tucker: the man and his dream 1988 city hall francis ford coppola arnold schulman biography  comedy  drama 1980
1804,Quicksilver,1986,Pacific Stock Exchange,Thomas Michael Donnelly,Thomas Michael Donnelly,5.7,Crime  Drama  Thriller,movie,1980,-122.40108,37.79187,399.0316296196283,1,16,quicksilver 1986 pacific stock exchange thomas michael donnelly thomas michael donnelly crime  drama  thriller 1980
437,Kamikaze Hearts,1986,Market Street Between Noe and Sanchez,Juliet Bashore,Juliet Bashore,6.3,Drama,movie,1980,-122.431010028,37.765980003,536.5090230026823,1,3,kamikaze hearts 1986 market street between noe and sanchez juliet bashore juliet bashore drama 1980
504,The Times of Harvey Milk,1984,The Castro,Rob Epstein,Rob Epstein,8.2,Documentary  Biography  History,movie,1980,-122.43486,37.75921,318.3273160713881,1,10,the times of harvey milk 1984 the castro rob epstein rob epstein documentary  biography  history 1980
177,Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)",Larry Peerce,"Thomas Hedley, Jr.",4.9,Comedy  Drama  Music  Romance,movie,1980,-122.41075,37.79232,68.14747918717416,1,13,"hard to hold 1984 fairmont hotel (950 mason street, nob hill) larry peerce thomas hedley, jr. comedy  drama  music  romance 1980"
965,Star Trek II : The Wrath of Khan,1982,Golden Gate Park,Nicholas Meyer,Jack B. Sowards,7.7,Action  Adventure  Sci-Fi,movie,1980,-122.45415,37.77145,160.6856980853761,1,8,star trek ii : the wrath of khan 1982 golden gate park nicholas meyer jack b. sowards action  adventure  sci-fi 1980
1924,Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill)",Alan Parker,Bo Goldman,6.8,Drama,movie,1980,-122.41075,37.79232,68.14747918717416,1,13,"shoot the moon 1982 fairmont hotel (950 mason street, nob hill) alan parker bo goldman drama 1980"
614,Serial,1980,Ferry Building,Bill Persky,Rich Eustis,6.1,Drama  Mystery  Thriller,tv series,1980,-122.39343,37.79553,180.3502383654087,1,2,serial 1980 ferry building bill persky rich eustis drama  mystery  thriller 1980
31,Nine to Five,1980,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),Colin Higgins,Colin Higgins,6.9,Comedy,movie,1980,-122.407105007,37.785159013,236.0651953034883,1,14,nine to five 1980 albert s. samuels clock (856 market street between powell and stockton) colin higgins colin higgins comedy 1980
1848,Can't Stop the Music,1980,101 Henry Adams Place,Nancy Walker,Allan Carr,4.3,Biography  Comedy  Musical,movie,1980,-122.403411019,37.76839001,1406.912907949447,0,15,can't stop the music 1980 101 henry adams place nancy walker allan carr biography  comedy  musical 1980
1318,Escape From Alcatraz,1979,Alcatraz Island,Donald Siegel,Richard Tuggle,7.6,Biography  Crime  Drama  Thriller,movie,1970,-122.42095,37.82672,527.5009345797367,1,-1,escape from alcatraz 1979 alcatraz island donald siegel richard tuggle biography  crime  drama  thriller 1970
534,Superman,1978,Golden Gate Bridge,Richard Donner,Jerry Siegel,7.4,Action  Adventure  Fantasy  Sci-Fi,movie,1970,-122.47847,37.81914,1103.056466217959,1,7,superman 1978 golden gate bridge richard donner jerry siegel action  adventure  fantasy  sci-fi 1970
1457,Attack of the Killer Tomatoes,1978,Hyde Street Cable Car,John DeBello,John DeBello,4.6,Adventure  Comedy  Horror  Musical  Sci-Fi,movie,1970,-122.41538896,37.781088571,394.0029893800628,1,9,attack of the killer tomatoes 1978 hyde street cable car john debello john debello adventure  comedy  horror  musical  sci-fi 1970
866,The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)",Michael Ritchie,Jeremy Larner,6.6,Drama  Mystery  Sci-Fi  Thriller,movie,1970,-122.40833,37.78788,84.95066718025052,1,14,"the candidate 1972 westin st. francis hotel (335 powell street, union square) michael ritchie jeremy larner drama  mystery  sci-fi  thriller 1970"
609,Marnie,1964,"On Board the SS President Cleveland, docked at Pier 50",Alfred Hitchcock,Jay Presson Allen,7.1,Crime  Drama  Mystery  Romance  Thriller,movie,1960,-122.384713699,37.773899127,599.2931493706722,1,11,"marnie 1964 on board the ss president cleveland, docked at pier 50 alfred hitchcock jay presson allen crime  drama  mystery  romance  thriller 1960"
1244,Good Neighbor Same,1964,Various locations in San Francisco during driving scene,David Swift,James Fritzell,6.8,Comedy,movie,1960,-122.41966,37.77712,241.6214122429425,1,9,good neighbor same 1964 various locations in san francisco during driving scene david swift james fritzell comedy 1960
517,The Birds,1963,Powell and Geary Streets (Union Square),Alfred Hitchcock,Evan Hunter,7.6,Drama  Horror  Mystery  Romance,movie,1960,-122.408209994,37.787360017,31.0617526821487,1,14,the birds 1963 powell and geary streets (union square) alfred hitchcock evan hunter drama  horror  mystery  romance 1960
594,Swingin' Along,1961,Powell Street,Charles Barton,Jameson Brewer,4.7,Comedy,movie,1960,-122.408300015,37.787820016,77.79396556723074,1,14,swingin' along 1961 powell street charles barton jameson brewer comedy 1960
1108,Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50",Delmer Daves,Delmer Daves,6.3,Drama,movie,1960,-122.384713699,37.773899127,599.2931493706722,1,11,"susan slade 1961 on board the ss president cleveland, docked at pier 50 delmer daves delmer daves drama 1960"
1064,Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill)",David Miller,Ivan Goff,6.7,Crime  Drama  Mystery  Thriller,movie,1960,-122.41075,37.79232,68.14747918717416,1,13,"midnight lace 1960 fairmont hotel (950 mason street, nob hill) david miller ivan goff crime  drama  mystery  thriller 1960"
1833,The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Cecil B. DeMille,"Jesse L. Lasky, Jr.",7.9,Adventure  Drama  Family  History,movie,1950,-122.410437987,37.801430005,3.853509735626646,1,-1,"the ten commandments 1956 st. peter & paul's church (666 filbert street, washington square) cecil b. demille jesse l. lasky, jr. adventure  drama  family  history 1950"
375,All About Eve,1950,Curran Theater (445 Geary Street),Joseph L. Mankiewicz,Joseph L. Mankiewicz,8.2,Drama,movie,1950,-122.41064,37.78705,238.2688434521025,1,14,all about eve 1950 curran theater (445 geary street) joseph l. mankiewicz joseph l. mankiewicz drama 1950
1571,Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),Vincent Sherman,N. Richard Nash,7.1,Drama  Film-Noir,movie,1940,-122.413520013,37.788599994,442.7860694544914,1,18,nora prentiss 1947 belgravia apartments (795 sutter street at jones) vincent sherman n. richard nash drama  film-noir 1940
826,Gentleman Jim,1942,The Barbary Coast,Raoul Walsh,Vincent Lawrence,7.5,Biography  Drama  Romance  Sport,movie,1940,-122.407814,37.781922,583.7035939729512,1,17,gentleman jim 1942 the barbary coast raoul walsh vincent lawrence biography  drama  romance  sport 1940
1927,Shadow of the Thin Man,1941,Bay Bridge,W.S. Van Dyke,Harry Kurnitz,7.2,Drama  Mystery,movie,1940,-122.37693,37.79894,1479.738867839785,0,-1,shadow of the thin man 1941 bay bridge w.s. van dyke harry kurnitz drama  mystery 1940
872,After the Thin Man,1936,Coit Tower,W.S. Van Dyke,Frances Goodrich,7.6,Comedy  Crime  Mystery,movie,1930,-122.40584,37.80237,10.02809235570649,1,-1,after the thin man 1936 coit tower w.s. van dyke frances goodrich comedy  crime  mystery 1930
1654,The Jazz Singer,1927,Coffee Dan's (O'Farrell Street at Powell),Alan Crosland,Alfred A. Cohn,5.9,Drama  Music  Romance,movie,1920,-122.408030034,37.786440019,82.51431185923802,1,14,the jazz singer 1927 coffee dan's (o'farrell street at powell) alan crosland alfred a. cohn drama  music  romance 1920
