Unnamed: 0,title,release_year,locations,director,writer,imdb_rating,genres,type,release_decade,longitude,latitude,min_distance_to_tourist_spot,is_tourist_spot,location_cluster,search_key
250.0,The Last Thing He Told Me (Season 1),2023.0,"Ferry Building, San Francisco","Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,6.5,Drama  Mystery  Thriller,tv series,2020.0,-122.393945,37.795319996,165.62525728618908,1,101.0,"the last thing he told me (season 1) 2023.0 ferry building, san francisco olivia newman, deniz gamze ergüven, daisy von scherler mayer,
lila neugebauer laura dave drama  mystery  thriller 2020.0"
975.0,The Last Thing He Told Me (Season 1),2023.0,Oracle Park,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,6.5,Drama  Mystery  Thriller,tv series,2020.0,-122.38951,37.77849,128.162085581934,1,27.0,"the last thing he told me (season 1) 2023.0 oracle park olivia newman, deniz gamze ergüven, daisy von scherler mayer,
lila neugebauer laura dave drama  mystery  thriller 2020.0"
1560.0,The Last Thing He Told Me (Season 1),2023.0,Chestnust Street at Steiner,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,6.5,Drama  Mystery  Thriller,tv series,2020.0,-122.437929959,37.800599988,694.8117732790239,1,44.0,"the last thing he told me (season 1) 2023.0 chestnust street at steiner olivia newman, deniz gamze ergüven, daisy von scherler mayer,
lila neugebauer laura dave drama  mystery  thriller 2020.0"
631.0,The Last Thing He Told Me (Season 1),2023.0,"168 2nd Street, Blue Bottle Coffee","Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,6.5,Drama  Mystery  Thriller,tv series,2020.0,-122.398886,37.786999,365.91763890039147,1,70.0,"the last thing he told me (season 1) 2023.0 168 2nd street, blue bottle coffee olivia newman, deniz gamze ergüven, daisy von scherler mayer,
lila neugebauer laura dave drama  mystery  thriller 2020.0"
150.0,The Last Thing He Told Me (Season 1),2023.0,2698 Pacific Avenue,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,6.5,Drama  Mystery  Thriller,tv series,2020.0,-122.439501985,37.79299999,296.6322755086581,1,53.0,"the last thing he told me (season 1) 2023.0 2698 pacific avenue olivia newman, deniz gamze ergüven, daisy von scherler mayer,
lila neugebauer laura dave drama  mystery  thriller 2020.0"
397.0,I’m A Virgo,2023.0,Kearny Street between Clay and Washington,Boots Riley,Boots Riley,7.1,Comedy  Drama  Fantasy,tv series,2020.0,-122.404959995,37.795329992,174.9236711250627,1,11.0,i’m a virgo 2023.0 kearny street between clay and washington boots riley boots riley comedy  drama  fantasy 2020.0
1765.0,I’m A Virgo,2023.0,"Fairmont Hotel, 950 Mason Street",Boots Riley,Boots Riley,7.1,Comedy  Drama  Fantasy,tv series,2020.0,-122.41075,37.79232,68.14747918717416,1,36.0,"i’m a virgo 2023.0 fairmont hotel, 950 mason street boots riley boots riley comedy  drama  fantasy 2020.0"
181.0,I’m A Virgo,2023.0,Portsmouth Square Park,Boots Riley,Boots Riley,7.1,Comedy  Drama  Fantasy,tv series,2020.0,-122.40571,37.79479,242.52198276816415,1,11.0,i’m a virgo 2023.0 portsmouth square park boots riley boots riley comedy  drama  fantasy 2020.0
533.0,I’m A Virgo,2023.0,Columbus Avenue between Pacifiic and Jackson,Boots Riley,Boots Riley,7.1,Comedy  Drama  Fantasy,tv series,2020.0,-122.397389963,37.798139983,273.16051923803656,1,67.0,i’m a virgo 2023.0 columbus avenue between pacifiic and jackson boots riley boots riley comedy  drama  fantasy 2020.0
1355.0,I’m A Virgo,2023.0,"Vallejo Street Garage, 766 Vallejo Garage",Boots Riley,Boots Riley,7.1,Comedy  Drama  Fantasy,tv series,2020.0,-122.40986,37.79847,216.03856288614628,1,52.0,"i’m a virgo 2023.0 vallejo street garage, 766 vallejo garage boots riley boots riley comedy  drama  fantasy 2020.0"
1400.0,Blindspotting (Season 2),2023.0,"Coqueta at Pier 7, San Francisco","Rafael Casal, Jess Wu Calder,","Brittany Miller, Benjamin Earl Turner, Rafael Casal & Daveed Diggs, Sarah LaBrie, Obehi Janice, Sanjay Shah, Nyesha Littlejohn & Susan Park",7.5,Comedy  Crime  Drama,podcast episode,2020.0,-122.397409995,37.799364998,377.31874612856416,1,67.0,"blindspotting (season 2) 2023.0 coqueta at pier 7, san francisco rafael casal, jess wu calder, brittany miller, benjamin earl turner, rafael casal & daveed diggs, sarah labrie, obehi janice, sanjay shah, nyesha littlejohn & susan park comedy  crime  drama 2020.0"
1122.0,Blindspotting (Season 2),2023.0,"Broadway Studios, 435 Broadway","Rafael Casal, Jess Wu Calder,","Brittany Miller, Benjamin Earl Turner, Rafael Casal & Daveed Diggs, Sarah LaBrie, Obehi Janice, Sanjay Shah, Nyesha Littlejohn & Susan Park",7.5,Comedy  Crime  Drama,podcast episode,2020.0,-122.404509,37.7979,335.2965221103679,1,58.0,"blindspotting (season 2) 2023.0 broadway studios, 435 broadway rafael casal, jess wu calder, brittany miller, benjamin earl turner, rafael casal & daveed diggs, sarah labrie, obehi janice, sanjay shah, nyesha littlejohn & susan park comedy  crime  drama 2020.0"
769.0,Blindspotting (Season 2),2023.0,Broadway at Montgomery,"Rafael Casal, Jess Wu Calder,","Brittany Miller, Benjamin Earl Turner, Rafael Casal & Daveed Diggs, Sarah LaBrie, Obehi Janice, Sanjay Shah, Nyesha Littlejohn & Susan Park",7.5,Comedy  Crime  Drama,podcast episode,2020.0,-122.403840005,37.798240021,353.21424839637655,1,58.0,"blindspotting (season 2) 2023.0 broadway at montgomery rafael casal, jess wu calder, brittany miller, benjamin earl turner, rafael casal & daveed diggs, sarah labrie, obehi janice, sanjay shah, nyesha littlejohn & susan park comedy  crime  drama 2020.0"
1997.0,Ant-Man and the Wasp: Quantumania,2023.0,Geary Street between Market and Leavenworth,Peyton Reed,Jeff Loveness,6.0,Action  Adventure  Comedy  Sci-Fi,movie,2020.0,-122.414800014,37.786540016,608.4323498086842,1,95.0,ant-man and the wasp: quantumania 2023.0 geary street between market and leavenworth peyton reed jeff loveness action  adventure  comedy  sci-fi 2020.0
1566.0,Ant-Man and the Wasp: Quantumania,2023.0,601 Buena Vista West,Peyton Reed,Jeff Loveness,6.0,Action  Adventure  Comedy  Sci-Fi,movie,2020.0,-122.444043971,37.766918986,283.33829789974163,1,78.0,ant-man and the wasp: quantumania 2023.0 601 buena vista west peyton reed jeff loveness action  adventure  comedy  sci-fi 2020.0
1188.0,Ant-Man and the Wasp: Quantumania,2023.0,Post between Leavenworth and Montgomery,Peyton Reed,Jeff Loveness,6.0,Action  Adventure  Comedy  Sci-Fi,movie,2020.0,-122.402019958,37.789120007,350.8992088705551,1,100.0,ant-man and the wasp: quantumania 2023.0 post between leavenworth and montgomery peyton reed jeff loveness action  adventure  comedy  sci-fi 2020.0
269.0,Ant-Man and the Wasp: Quantumania,2023.0,Central Police Station 766 Vallejo Street,Peyton Reed,Jeff Loveness,6.0,Action  Adventure  Comedy  Sci-Fi,movie,2020.0,-122.409927027,37.798730991,191.17104479610074,1,52.0,ant-man and the wasp: quantumania 2023.0 central police station 766 vallejo street peyton reed jeff loveness action  adventure  comedy  sci-fi 2020.0
1776.0,This Is Us (Season 6),2022.0,Montgomery Street between Broadway and Green,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",8.7,Comedy  Drama  Romance,tv series,2020.0,-122.404097,37.799165,347.73801802823846,1,58.0,"this is us (season 6) 2022.0 montgomery street between broadway and green mandy moore dan fogelman, casey johnson, david windsor, chrissy metz comedy  drama  romance 2020.0"
645.0,This Is Us (Season 6),2022.0,Alamo Square Park,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",8.7,Comedy  Drama  Romance,tv series,2020.0,-122.43146,37.77722,165.73625513695765,1,69.0,"this is us (season 6) 2022.0 alamo square park mandy moore dan fogelman, casey johnson, david windsor, chrissy metz comedy  drama  romance 2020.0"
541.0,This Is Us (Season 6),2022.0,Lombard Street at Hyde,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",8.7,Comedy  Drama  Romance,tv series,2020.0,-122.419620027,37.802000017,22.083290145492775,1,29.0,"this is us (season 6) 2022.0 lombard street at hyde mandy moore dan fogelman, casey johnson, david windsor, chrissy metz comedy  drama  romance 2020.0"
764.0,This Is Us (Season 6),2022.0,California Street at Mason Street,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",8.7,Comedy  Drama  Romance,tv series,2020.0,-122.410790027,37.791830002,80.07368703007002,1,36.0,"this is us (season 6) 2022.0 california street at mason street mandy moore dan fogelman, casey johnson, david windsor, chrissy metz comedy  drama  romance 2020.0"
436.0,This Is Us (Season 6),2022.0,Pier 39,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",8.7,Comedy  Drama  Romance,tv series,2020.0,-122.40965,37.80881,99.88075883945021,1,40.0,"this is us (season 6) 2022.0 pier 39 mandy moore dan fogelman, casey johnson, david windsor, chrissy metz comedy  drama  romance 2020.0"
54.0,Surface (Season 1),2022.0,Merchant Road Trail at Presidio,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.474540017,37.806720013,322.35285245005133,1,1.0,"surface (season 1) 2022.0 merchant road trail at presidio sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1512.0,Surface (Season 1),2022.0,Fillmore Street between Haight and Waller,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.430239982,37.771189985,582.0956657192675,1,77.0,"surface (season 1) 2022.0 fillmore street between haight and waller sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
286.0,Surface (Season 1),2022.0,Montgomery Bart Station,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.40147,37.78921,390.6035735747279,1,100.0,"surface (season 1) 2022.0 montgomery bart station sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1955.0,Surface (Season 1),2022.0,Clay Street between Mason and Powell,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.409529976,37.793880006,251.10508724347207,1,11.0,"surface (season 1) 2022.0 clay street between mason and powell sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
419.0,Surface (Season 1),2022.0,Waller Street between Scott and Pierce,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.433529963,37.77077001,593.2296649187608,1,68.0,"surface (season 1) 2022.0 waller street between scott and pierce sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1353.0,Surface (Season 1),2022.0,Columbus Avenue between Vallejo and Broadway,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.406639979,37.797889993,342.8908159946089,1,11.0,"surface (season 1) 2022.0 columbus avenue between vallejo and broadway sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1136.0,Surface (Season 1),2022.0,Ina Coolbrith Park (1700 Taylor Street),"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.41369,37.79795,477.02610618187174,1,50.0,"surface (season 1) 2022.0 ina coolbrith park (1700 taylor street) sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
357.0,Surface (Season 1),2022.0,Francisco Street between Leavenworth and Hyde,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.415837599,37.804423931,406.11125521700325,1,49.0,"surface (season 1) 2022.0 francisco street between leavenworth and hyde sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
259.0,Surface (Season 1),2022.0,Haight Street between Pierce and Fillmore,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.430450033,37.772119999,479.70813400854087,1,77.0,"surface (season 1) 2022.0 haight street between pierce and fillmore sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1483.0,Surface (Season 1),2022.0,"2 New Montgomery Street, Palace Hotel","Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.4018,37.7885,403.08191026670426,1,100.0,"surface (season 1) 2022.0 2 new montgomery street, palace hotel sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1224.0,Surface (Season 1),2022.0,Montgomery Street at Market,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.401990035,37.788770021,372.5505745053663,1,100.0,"surface (season 1) 2022.0 montgomery street at market sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1875.0,Surface (Season 1),2022.0,Filbert Street between Hyde and Leavenworth,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.417599988,37.800330006,255.27256549888781,1,51.0,"surface (season 1) 2022.0 filbert street between hyde and leavenworth sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
101.0,Surface (Season 1),2022.0,Powell Street at Geary,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.408209994,37.787360017,31.0617526821487,1,59.0,"surface (season 1) 2022.0 powell street at geary sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
948.0,Surface (Season 1),2022.0,Fort Point,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.47692,37.81048,147.84732150633118,1,1.0,"surface (season 1) 2022.0 fort point sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1196.0,Surface (Season 1),2022.0,Baker Beach,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.48317,37.79066,2176.8617881063474,0,2.0,"surface (season 1) 2022.0 baker beach sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1756.0,Surface (Season 1),2022.0,Montgomery Street between Green and Union,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.404420032,37.801029979,179.14956837404563,1,48.0,"surface (season 1) 2022.0 montgomery street between green and union sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1717.0,Surface (Season 1),2022.0,Harrison Street at 1st Street,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.392959959,37.786089991,537.1954666501919,1,86.0,"surface (season 1) 2022.0 harrison street at 1st street sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1597.0,Surface (Season 1),2022.0,Post Street between Montgomery and Kearny,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.403659961,37.788899982,249.73518212719435,1,59.0,"surface (season 1) 2022.0 post street between montgomery and kearny sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
716.0,Surface (Season 1),2022.0,Taylor Street between Green and Broadway,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.413539962,37.797030009,536.8548519846779,1,50.0,"surface (season 1) 2022.0 taylor street between green and broadway sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
927.0,Surface (Season 1),2022.0,Market Street at 4th Street,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.405840011,37.785729988,245.1931633823493,1,66.0,"surface (season 1) 2022.0 market street at 4th street sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
756.0,Surface (Season 1),2022.0,Ross Alley (Chinatown),"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.4075,37.796065,410.5541369632911,1,11.0,"surface (season 1) 2022.0 ross alley (chinatown) sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
634.0,Surface (Season 1),2022.0,Vallejo Street between Jones and Vallejo Street Crest,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.415439972,37.798030012,573.5369638761838,1,51.0,"surface (season 1) 2022.0 vallejo street between jones and vallejo street crest sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
1657.0,Surface (Season 1),2022.0,Bay Street between Larkin and Hyde,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.420159989,37.804790017,273.0020797340715,1,19.0,"surface (season 1) 2022.0 bay street between larkin and hyde sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
133.0,Surface (Season 1),2022.0,Jackson Street between Ross and Wentworh,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.406219962,37.796069988,303.0092667295406,1,11.0,"surface (season 1) 2022.0 jackson street between ross and wentworh sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
821.0,Surface (Season 1),2022.0,California Street between Mason and Powell,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.409169973,37.792049985,208.29824605837422,1,36.0,"surface (season 1) 2022.0 california street between mason and powell sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
869.0,Surface (Season 1),2022.0,Leavenworth Street between Greenwich and Filbert,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.405480008,37.802205017,33.63044824335877,1,41.0,"surface (season 1) 2022.0 leavenworth street between greenwich and filbert sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
41.0,Surface (Season 1),2022.0,Jackson Street between Stockton and Grant,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",6.4,Drama  Mystery  Thriller,tv series,2020.0,-122.406630005,37.796030006,335.79848903758085,1,11.0,"surface (season 1) 2022.0 jackson street between stockton and grant sam miller, kevin rodney sullivan, jennifer morrison, tucker gates veronica west, erica l. anderson,tony saltzman, glenise mullins, leigh ann biety, dan lee west, leigh ann biety & raven jackson, martín zimmerman drama  mystery  thriller 2020.0"
